ID,Department,"Vendor Name","Contract Value","Contract Date","Start Year","End Year","Duration in Years","Value Per Year","Original Value","Number of Amendments",Description,"Original Vendor Name"
cra-2015001830,cra,"LYNGSOE SYSTEMS",748986.12,2014-11-26,2014,2018,5,149797.224,412572.41,5,"Comp. Equip.-Client Computing Domain-Desktop/Pers.","Lyngsoe Systems Ltd"
cra-2010004145,cra,"LEXISNEXIS CANADA",195866.53,2010-01-29,2010,2017,8,24483.31625,29079.6,16,"Computer services - except other depts.","LexisNexis Canada Inc."
cra-2012000220,cra,"CAPITAL IQ",1124241.19,2011-01-04,2011,2017,7,160605.884286,92197.5,6,"Computer services - except other depts.","Capital IQ"
cra-2012002839,cra,TERANET,772249.21,2011-10-04,2011,2016,6,128708.201667,237398.88,6,"Computer services - except other depts.","Teranet Inc."
cra-2012006901,cra,"AUSTIN MCQUAID RENTAL & LEASING",45525.39,2012-01-03,2012,2017,6,7587.565,8032.5,6,"Other business services - outside government","Austin McQuaid Rental & Leasing"
cra-2014003400,cra,"SHRED GUARD",13956.4,2014-01-04,2014,2017,4,3489.1,4312.5,0,"Other business services - outside government","Shred Guard Inc."
cra-2015000015,cra,"IRON MOUNTAIN SECURE SHREDDING",13915.95,2014-02-04,2014,2017,4,3478.9875,4435.25,0,"Other business services - outside government","Iron Mountain Secure Shredding"
cra-2012005691,cra,"PITNEY BOWES OF CANADA",128066.2,2012-02-03,2012,2017,6,21344.3666667,106099,3,"Other office equipment and parts","Pitney Bowes of Canada Ltd"
cra-2013003030,cra,"PITNEY BOWES OF CANADA",163783.23,2012-12-07,2012,2017,6,27297.205,163267.25,2,"Other office equipment and parts","Pitney Bowes of Canada Ltd"
cra-2015002084,cra,"CONTI ELECTRONICS",12413.59,2014-12-29,2014,2016,3,4137.86333333,12361.09,2,"Other equipment and parts","Conti Electronics Ltd"
cra-2014002028,cra,ROCSTORAGE,323193.77,2013-12-03,2013,2016,4,80798.4425,119701.4,5,"Comp. Equip.-Client Computing Domain-Desktop/Pers.","RocStorage Inc."
cra-2014003238,cra,"MICRO SYSTEMATION CANADA",113947.51,2014-01-03,2014,2017,4,28486.8775,63363.06,3,"Comp. Equip.-Client Computing Domain-Desktop/Pers.","Micro Systemation Canada Inc."
cra-2008010254,cra,"HEWLETT PACKARD",5407293.38,2008-01-03,2008,2017,10,540729.338,1250132.78,18,"Appli. Software (inc. COTS) Appli. Devel. and Deli","Hewlett-Packard Canada Ltd"
cra-2010001243,cra,"IBM CANADA",9948118.33,2009-01-05,2009,2020,12,829009.860833,188305.57,23,"Appli. Software (inc. COTS) Appli. Devel. and Deli","IBM Canada Ltd"
cra-2012007093,cra,"SOFTWARE AG (CANADA)",95785.72,2012-01-03,2012,2017,6,15964.2866667,18736.46,5,"Appli. Software (inc. COTS) Appli. Devel. and Deli","Software AG (Canada) Inc."
cra-2013001051,cra,"IBM CANADA",117730.8,2012-01-06,2012,2015,4,29432.7,66430.44,4,"Appli. Software (inc. COTS) Appli. Devel. and Deli","IBM CANADA LTD."
cra-2013004777,cra,HORIZANT,387477,2013-01-03,2013,2017,5,77495.4,333350,4,"Appli. Software (inc. COTS) Appli. Devel. and Deli","Horizant Inc."
cra-2014000283,cra,"CDW CANADA",3667743.34,2013-01-05,2013,2017,5,733548.668,2373192.1,4,"Appli. Software (inc. COTS) Appli. Devel. and Deli","CDW Canada Inc."
cra-2015001346,cra,"INTELLINX SOFTWARE",3503360.06,2014-01-09,2014,2016,3,1167786.68667,3179050.36,4,"Appli. Software (inc. COTS) Appli. Devel. and Deli","Intellinx Software Inc."
cra-2007007328,cra,ARIBA,16176142.04,2006-01-09,2006,2019,14,1155438.71714,7851000,7,"License/Main. fees for appli. Software and dev.","Ariba Inc."
cra-2009010095,cra,"ELIXIR TECHNOLOGIES CORPORATION",190843.51,2009-01-03,2009,2017,9,21204.8344444,27998.78,8,"License / Maintenance fees for Client Software","Elixir Technologies Corporation"
cra-2011006668,cra,"VERITAAQ TECHNOLOGY HOUSE",912033.05,2011-02-03,2011,2016,6,152005.508333,189564.56,6,"Info. Technology and Telecommunication Consultants System Analyst Level 2","Veritaaq Technology House Inc."
cra-2011006980,cra,RANDSTAD,801731.73,2011-01-03,2011,2016,6,133621.955,164838.75,7,"Info. Technology and Telecommunication Consultants","Randstad Interim Inc."
cra-2012001232,cra,"COMPUWARE CORPORATION OF CANADA",2876076,2011-10-06,2011,2021,11,261461.454545,1817266,6,"Appli. Software (inc. COTS) Appli. Devel. and Deli","Compuware Corporation of Canada"
cra-2012001045,cra,JLR,1676160.37,2011-01-06,2011,2017,7,239451.481429,755816.29,5,"Other business services - outside government","JLR Inc."
cra-2013000454,cra,"PAE CONSULTANTS",942465.25,2012-01-05,2012,2017,6,157077.541667,462538.65,7,"Other health services not elsewhere specified","PAE Consultants"
cra-2013002993,cra,"CANADA POST CORPORATION",11455169.52,2012-12-11,2012,2017,6,1909194.92,1944837.35,8,"Other business services - outside government","Canada Post Corporation"
cra-2014000649,cra,"NETCENTRIC TECHNOLOGIES",43908.19,2013-12-06,2013,2017,5,8781.638,29287.57,4,"Appli. Software (inc. COTS) Appli. Devel. and Deli","NetCentric Technologies Inc."
cra-2014000666,cra,"SHRED IT",32781.3,2013-01-06,2013,2017,5,6556.26,9962.08,3,"Other business services - outside government","Shred-it International ULC"
cra-2014001876,cra,"4 OFFICE AUTOMATION",17387.8,2013-11-18,2013,2017,5,3477.56,8837.79,3,"Rental of machinery, office furniture & fixtures","4 Office Automation Ltd"
cra-2014002136,cra,"4 OFFICE AUTOMATION",24005.12,2013-12-13,2013,2017,5,4801.024,8767.51,3,"Rental of machinery, office furniture & fixtures","4 Office Automation Ltd"
cra-2014002716,cra,"4 OFFICE AUTOMATION",10276.86,2014-02-07,2014,2017,4,2569.215,5043.44,0,"Rental of machinery, office furniture & fixtures","4 Office Automation Ltd"
cra-2014003134,cra,"4 OFFICE AUTOMATION",10710.76,2014-01-03,2014,2017,4,2677.69,4614.64,0,"Rental of machinery, office furniture & fixtures","4 Office Automation Ltd"
cra-2015000101,cra,"SHRED IT",11522.36,2014-01-04,2014,2017,4,2880.59,4030.24,0,"Other business services - outside government","Shred-it International ULC"
cra-2015000598,cra,"SOFTCHOICE CORPORATION",25453.25,2014-01-06,2014,2017,4,6363.3125,8910.05,2,"License / Maintenance fees for Client Software","Softchoice Corporation"
cra-2015000781,cra,"URBAN IMPACT RECYCLING",20249.31,2014-01-07,2014,2017,4,5062.3275,6274.8,3,"Other business services - outside government","Urban Impact Recycling Ltd"
cra-2015001010,cra,"SHRED GUARD",15116.67,2014-01-08,2014,2017,4,3779.1675,5695.2,2,"Other business services - outside government","Shred Guard Inc."
cra-2015001179,cra,"GOLD STAR PROFESSIONAL",42676.5,2014-01-09,2014,2017,4,10669.125,21528,5,"Courier services","Gold Star Professional"
cra-2015001416,cra,"4 OFFICE AUTOMATION",14698.35,2014-10-03,2014,2017,4,3674.5875,3299.16,0,"Rental of machinery, office furniture & fixtures","4 Office Automation Ltd"
cra-2015001553,cra,"GRIDWAY COMPUTING CORPORATION",42245.4,2014-10-23,2014,2017,4,10561.35,24022.67,3,"Other professional servs not elsewh.specified","GridWay Computing Corporation"
cra-2015001788,cra,"PRO LINK SERVICES",21967.2,2014-11-21,2014,2017,4,5491.8,14181.5,2,"Courier services","Pro Link Services"
cra-2009007160,cra,"IBM CANADA",36950636.35,2008-12-29,2008,2016,9,4105626.26111,4717440,20,"License / Maintenance fees for Client Software","IBM Canada Ltd"
cra-2013002984,cra,"PEEK MOVING SYSTEMS",78472.86,2012-12-06,2012,2016,5,15694.572,24893.9,4,"Other professional servs not elsewh.specified","Peek Moving Systems"
cra-2014001410,cra,"RECYCLAGE VANIER",16350.6,2013-10-01,2013,2017,5,3270.12,3828.67,2,"Other business services - outside government","Recyclage Vanier"
cra-2014001808,cra,"4 OFFICE AUTOMATION",30310.09,2013-11-07,2013,2017,5,6062.018,13402.99,4,"Rental of machinery, office furniture & fixtures","4 Office Automation Ltd"
cra-2014001829,cra,"4 OFFICE AUTOMATION",22236,2013-11-12,2013,2017,5,4447.2,10025.2,3,"Rental of machinery, office furniture & fixtures","4 Office Automation Ltd"
cra-2014002094,cra,"4 OFFICE AUTOMATION",32570.74,2013-12-10,2013,2017,5,6514.148,13011.34,3,"Rental of machinery, office furniture & fixtures","4 Office Automation Ltd"
cra-2014002131,cra,"4 OFFICE AUTOMATION",12698.49,2013-12-13,2013,2017,5,2539.698,5674.2,0,"Rental of machinery, office furniture & fixtures","4 Office Automation Ltd"
cra-2014002133,cra,"4 OFFICE AUTOMATION",12110.49,2013-12-13,2013,2017,5,2422.098,5674.2,0,"Rental of machinery, office furniture & fixtures","4 Office Automation Ltd"
cra-2014002134,cra,"4 OFFICE AUTOMATION",16081.83,2013-12-16,2013,2017,5,3216.366,8767.51,3,"Rental of machinery, office furniture & fixtures","4 Office Automation Ltd"
cra-2014002491,cra,"4 OFFICE AUTOMATION",14219.8,2014-01-21,2014,2017,4,3554.95,5780.83,2,"Rental of machinery, office furniture & fixtures","4 Office Automation Ltd"
cra-2014003365,cra,"EXCEL HUMAN RESOURCES",786452.9,2014-01-03,2014,2017,4,196613.225,262499.57,5,"Other professional servs not elsewh.specified","Excel Human Resources Inc."
cra-2015000940,cra,"4 OFFICE AUTOMATION",25259.16,2014-01-08,2014,2017,4,6314.79,9125.88,2,"Rental of machinery, office furniture & fixtures","4 Office Automation Ltd"
cra-2015001286,cra,"VERITAAQ TECHNOLOGY HOUSE",638676,2014-01-09,2014,2017,4,159669,234927,3,"Info. Technology and Telecommunication Consultants","Veritaaq Technology House Inc."
cra-2015001332,cra,"CORNERSTONE GROUP OF COMPANIES",213570,2014-10-01,2014,2017,4,53392.5,71190,3,"Computer services - except other depts.","Cornerstone Group of Companies Ltd"
cra-2015001257,cra,"SHRED IT",15067.5,2014-10-14,2014,2017,4,3766.875,6027,2,"Other business services - outside government","Shred-it International ULC"
cra-2015001258,cra,"SHRED IT",24936.71,2014-10-15,2014,2017,4,6234.1775,7835.1,2,"Other business services - outside government","Shred-it International ULC"
cra-2005010036,cra,"GN JOHNSTON EQUIPMENT CO",804187.69,2004-12-15,2004,2014,11,73107.9718182,565780.69,7,"Computer Eq-Servers(incl.related parts/peripheral)","G.N. JOHNSTON EQUIPMENT CO. LTD."
cra-2005012794,cra,"XEROX CANADA",21471.28,2010-12-13,2010,2014,5,4294.256,11556,2,"Rental of machinery, office furniture and fixtures and other equipment","XEROX CANADA LTD"
cra-2010007138,cra,"IBM CANADA",861522.49,2010-01-29,2010,2016,7,123074.641429,71262.19,8,"License / Maintenance fees for Client Software","IBM Canada Ltd"
cra-2006000440,cra,"BUREAUTIQUE FTI",14597.6,2011-01-10,2011,2014,4,3649.4,11814.94,3,"Rental of machinery, office furniture and fixtures and other equipment","BUREAUTIQUE F.T.I."
cra-2006010203,cra,"CANON CANADA",49830.82,2011-10-03,2011,2014,4,12457.705,15261.2,3,"Rental of machinery, office furniture and fixtures and other equipment","CANON CANADA INC."
cra-2006011356,cra,"CANON CANADA",51157.08,2011-02-18,2011,2014,4,12789.27,14601.22,3,"Rental of machinery, office furniture and fixtures and other equipment","CANON CANADA INC."
cra-2006011909,cra,"KONICA MINOLTA BUSINESS SOLUTIONS",39036.83,2011-11-22,2011,2014,4,9759.2075,14436.24,5,"Other office equipment and parts","KONICA MINOLTA BUSINESS SOLUTIONS"
cra-2006011923,cra,"KONICA MINOLTA BUSINESS SOLUTIONS",33194.85,2011-02-16,2011,2014,4,8298.7125,14448.79,2,"Other office equipment and parts","KONICA MINOLTA BUSINESS SOLUTIONS"
cra-2006011954,cra,"XEROX CANADA",28538.48,2006-01-03,2006,2014,9,3170.94222222,8137.42,3,"Rental of machinery, office furniture & fixtures","Xerox Canada Ltd"
cra-2006011955,cra,"XEROX CANADA",32914.69,2011-02-24,2011,2014,4,8228.6725,8652.24,2,"Rental of machinery, office furniture and fixtures and other equipment","XEROX CANADA LTD."
cra-2007004172,cra,"KONICA MINOLTA BUSINESS SOLUTIONS",18628.31,2006-01-08,2006,2014,9,2069.81222222,12262.88,3,"Rental of machinery, office furniture and fixtures and other equipment","KONICA MINOLTA BUSINESS SOLUTIONS"
cra-2007004220,cra,"TOSHIBA OF CANADA",12962.14,2006-01-08,2006,2014,9,1440.23777778,4044.96,3,"Rental of machinery, office furniture and fixtures and other equipment","TOSHIBA OF CANADA LTD"
cra-2007007048,cra,"XEROX CANADA",17329.28,2006-12-08,2006,2014,9,1925.47555556,13714.81,6,"Rental of machinery, office furniture & fixtures","XEROX CANADA LTD."
cra-2009003286,cra,"XEROX CANADA",18926.7,2008-01-07,2008,2014,7,2703.81428571,14316.75,6,"Rental of machinery, office furniture & fixtures","XEROX CANADA LTD."
cra-2010006830,cra,"WHITAKER BROTHERS",182796.36,2010-01-15,2010,2016,7,26113.7657143,149067,5,"Other office equipment and parts","Whitaker Brothers Inc."
cra-2007008089,cra,"KONICA MINOLTA BUSINESS SOLUTIONS",23114.75,2011-01-31,2011,2014,4,5778.6875,9069.36,2,"Rental of machinery, office furniture and fixtures and other equipment","KONICA MINOLTA BUSINESS SOLUTIONS"
cra-2007008745,cra,"CANON CANADA",21765.75,2007-02-01,2007,2014,8,2720.71875,3196.97,4,"Rental of machinery, office furniture and fixtures and other equipment","CANON CANADA INC."
cra-2007010033,cra,"TOSHIBA CANADA",10563.06,2007-02-27,2007,2014,8,1320.3825,7129.56,2,"Rental of machinery, office furniture and fixtures and other equipment","TOSHIBA CANADA LTD"
cra-2007011514,cra,"KONICA MINOLTA BUSINESS SOLUTIONS",16255.66,2007-01-03,2007,2014,8,2031.9575,13250,3,"Rental of machinery, office furniture and fixtures and other equipment","KONICA MINOLTA BUSINESS SOLUTIONS"
cra-2009008409,cra,"NISHA TECHNOLOGIES",1521170.09,2009-02-01,2009,2014,6,253528.348333,82273.25,18,"Comp. Equip.-Client Computing Domain-Desktop/Pers.","NISHA TECHNOLOGIES INC."
cra-2009010955,cra,"KODAK CANADA",98425.95,2009-01-03,2009,2016,8,12303.24375,40094.25,7,"Comp. Equip.-Client Computing Domain-Desktop/Pers.","Kodak Canada Inc."
cra-2010009345,cra,NETRON,819889.19,2010-01-03,2010,2014,5,163977.838,189504,4,"Computer equipment - hardware and software","NETRON INC."
cra-2008000640,cra,"XEROX CANADA",18123.74,2007-01-04,2007,2014,8,2265.4675,11524.32,3,"Rental of machinery, office furniture and fixtures and other equipment","XEROX CANADA LTD"
cra-2008000667,cra,"PERCEPTICS LLC",12549826.09,2007-01-05,2007,2014,8,1568728.26125,8275100,19,"Computer equipment - large/medium - mainframe, mini","PERCEPTICS, LLC"
cra-2008000758,cra,"CANON CANADA",28827.75,2007-01-05,2007,2014,8,3603.46875,11244.48,5,"Rental of machinery, office furniture and fixtures and other equipment","CANON CANADA INC."
cra-2008001703,cra,"XEROX CANADA",14547.42,2007-01-05,2007,2014,8,1818.4275,6247.74,3,"Rental of machinery, office furniture and fixtures and other equipment","XEROX CANADA LTD"
cra-2008002420,cra,"XEROX CANADA",53381.06,2007-01-06,2007,2014,8,6672.6325,27404.4,7,"Rental of machinery, office furniture and fixtures and other equipment","XEROX CANADA LTD."
cra-2009009359,cra,"SANDHILL CONSULTANTS CANADA",152850.78,2009-02-19,2009,2015,7,21835.8257143,19209.2,8,"Comp. Equip.-Client Computing Domain-Desktop/Pers.","SANDHILL CONSULTANTS CANADA LTD"
cra-2009009782,cra,PARABOTS,51600,2012-02-03,2012,2015,4,12900,8200,3,"Computer software",PARABOTS
cra-2009010536,cra,"WINZIP COMPUTING LLC",164903.71,2009-01-03,2009,2014,6,27483.9516667,75260.2,6,"Appli. Software (inc. COTS) Appli. Devel. and Deli","WINZIP COMPUTING LLC"
cra-2010007154,cra,NORCONEX,20030,2010-01-27,2010,2014,5,4006,18900,2,"Computer software","NORCONEX INC."
cra-2010007783,cra,"XEROX CANADA",19953.99,2010-02-15,2010,2014,5,3990.798,16936.93,3,"Rental of machinery, office furniture & fixtures","Xerox Canada Ltd"
cra-2008002827,cra,"CANADA POST CORPORATION",78775.79,2010-01-03,2010,2014,5,15755.158,6825,4,"Data Communication Services(Analog and/or Digital)","Canada Post Corporation"
cra-2010007823,cra,"5751846 MANITOBA",938054.32,2010-02-22,2010,2014,5,187610.864,211544.12,5,"Courier services","5751846 MANITOBA LTD."
cra-2008005244,cra,"PANASONIC CANADA",18922.52,2007-10-15,2007,2014,8,2365.315,13099.17,5,"Rental of machinery, office furniture and fixtures and other equipment","PANASONIC CANADA INC."
cra-2008007352,cra,"TOSHIBA CANADA",13936.71,2007-12-20,2007,2014,8,1742.08875,7382.04,2,"Rental of machinery, office furniture and fixtures and other equipment","TOSHIBA CANADA LTD"
cra-2008007794,cra,"TOSHIBA OF CANADA",56641.47,2011-01-19,2011,2014,4,14160.3675,34390.65,4,"Rental of machinery, office furniture and fixtures and other equipment","TOSHIBA OF CANADA LTD."
cra-2008007831,cra,"TOSHIBA OF CANADA",57468.49,2011-01-19,2011,2014,4,14367.1225,34390.65,3,"Rental of machinery, office furniture and fixtures and other equipment","TOSHIBA OF CANADA LTD."
cra-2008008248,cra,"HEWLETT PACKARD",14946.68,2008-01-23,2008,2014,7,2135.24,7386.51,0,"Rental of machinery, office furniture and fixtures and other equipment","HEWLETT-PACKARD (CANADA) CO."
cra-2008008338,cra,"TOSHIBA OF CANADA",14326.61,2008-01-25,2008,2014,7,2046.65857143,3514.29,2,"Rental of machinery, office furniture and fixtures and other equipment","TOSHIBA OF CANADA LTD"
cra-2008008440,cra,"RICOH CANADA",71545.77,2008-01-28,2008,2015,8,8943.22125,32895.45,4,"Rental of machinery, office furniture and fixtures and other equipment","RICOH CANADA INC"
cra-2008008511,cra,"TOSHIBA OF CANADA",13427.52,2008-01-29,2008,2014,7,1918.21714286,5504.94,4,"Rental of machinery, office furniture & fixtures","Toshiba of Canada Ltd"
cra-2008008597,cra,"TOSHIBA OF CANADA",20990.73,2011-01-12,2011,2014,4,5247.6825,7325.01,3,"Rental of machinery, office furniture and fixtures and other equipment","TOSHIBA OF CANADA LTD."
cra-2008008716,cra,"TOSHIBA OF CANADA",16001.22,2008-02-01,2008,2014,7,2285.88857143,6764.95,2,"Rental of machinery, office furniture and fixtures and other equipment","TOSHIBA OF CANADA LTD"
cra-2008009158,cra,"XEROX CANADA",11839.99,2008-02-12,2008,2015,8,1479.99875,3792.6,0,"Rental of machinery, office furniture and fixtures and other equipment","XEROX CANADA LTD"
cra-2008009444,cra,"TOSHIBA OF CANADA",14971,2008-02-18,2008,2014,7,2138.71428571,6445.74,2,"Rental of machinery, office furniture and fixtures and other equipment","TOSHIBA OF CANADA LTD"
cra-2008009459,cra,"TOSHIBA OF CANADA",15222.21,2008-02-18,2008,2014,7,2174.60142857,6445.74,2,"Rental of machinery, office furniture and fixtures and other equipment","TOSHIBA OF CANADA LTD"
cra-2008009460,cra,"TOSHIBA OF CANADA",14904.34,2008-02-18,2008,2014,7,2129.19142857,6445.74,2,"Rental of machinery, office furniture and fixtures and other equipment","TOSHIBA OF CANADA LTD"
cra-2008009989,cra,"TOSHIBA OF CANADA",11719.95,2011-01-10,2011,2014,4,2929.9875,6150,3,"Rental of machinery, office furniture and fixtures and other equipment","TOSHIBA OF CANADA LTD."
cra-2008010678,cra,"PANASONIC CANADA",19298.32,2011-02-01,2011,2014,4,4824.58,14420.7,2,"Rental of machinery, office furniture and fixtures and other equipment","PANASONIC CANADA INC."
cra-2008010705,cra,"HEWLETT PACKARD",10515.5,2008-01-03,2008,2014,7,1502.21428571,5031.43,3,"Rental of machinery, office furniture and fixtures and other equipment","HEWLETT-PACKARD (CANADA) CO."
cra-2008011152,cra,"TOSHIBA OF CANADA",10922.35,2008-01-03,2008,2014,7,1560.33571429,6357.33,0,"Rental of machinery, office furniture and fixtures and other equipment","TOSHIBA OF CANADA LTD"
cra-2009000504,cra,"MTS ALLSTREAM",986055.49,2008-01-04,2008,2014,7,140865.07,448778.51,9,"Computer equipment - small-desktop/ personal/ portable/keyboard","MTS ALLSTREAM INC."
cra-2009000595,cra,"PANASONIC CANADA",21248.92,2008-01-04,2008,2014,7,3035.56,12819.57,3,"Rental of machinery, office furniture and fixtures and other equipment","PANASONIC CANADA INC."
cra-2009002277,cra,"TOSHIBA CANADA",12999.19,2008-01-06,2008,2014,7,1857.02714286,6810.52,3,"Rental of machinery, office furniture and fixtures and other equipment","TOSHIBA CANADA LTD"
cra-2009006440,cra,"BELL CANADA",184673.76,2008-10-04,2008,2014,7,26381.9657143,26712,4,"Telecommunications equipment","BELL CANADA"
cra-pco907617,cra,"CANADA POST CORPORATION",20078.74,2014-01-07,2014,2014,1,20078.74,20078.74,0,"Courier Services","Canada Post Corporation"
cra-2009002959,cra,ENTRUST,249027.27,2008-01-07,2008,2015,8,31128.40875,10700.55,11,"Computer Equipment - Servers","ENTRUST LTD."
cra-2009002893,cra,"XEROX CANADA",19933.47,2008-01-07,2008,2014,7,2847.63857143,14710.5,8,"Rental of machinery, office furniture & fixtures","Xerox Canada Ltd"
cra-2009003287,cra,"XEROX CANADA",17915.7,2008-01-07,2008,2014,7,2559.38571429,14316.75,3,"Rental of machinery, office furniture & fixtures","XEROX CANADA LTD."
cra-2009003571,cra,"PANASONIC CANADA",13220.82,2008-01-08,2008,2014,7,1888.68857143,6917.4,2,"Rental of machinery, office furniture and fixtures and other equipment","PANASONIC CANADA INC."
cra-2009003708,cra,"PANASONIC CANADA",13911,2008-01-08,2008,2014,7,1987.28571429,6917.4,3,"Rental of machinery, office furniture and fixtures and other equipment","PANASONIC CANADA INC."
cra-2009003731,cra,"PANASONIC CANADA",13597.33,2008-01-08,2008,2014,7,1942.47571429,6917.4,2,"Rental of machinery, office furniture and fixtures and other equipment","PANASONIC CANADA INC."
cra-2009004198,cra,"PANASONIC CANADA",20532.84,2008-10-09,2008,2014,7,2933.26285714,9311.4,3,"Rental of machinery, office furniture & fixtures","Panasonic Canada Inc."
cra-2009004199,cra,"PANASONIC CANADA",20736.67,2008-10-09,2008,2014,7,2962.38142857,9311.4,3,"Rental of machinery, office furniture & fixtures","Panasonic Canada Inc."
cra-2009004734,cra,"PANASONIC CANADA",13272.38,2008-01-09,2008,2014,7,1896.05428571,7701.89,0,"Rental of machinery, office furniture and fixtures and other equipment","PANASONIC CANADA INC."
cra-2010008033,cra,CREDITRON,466399.9,2010-02-19,2010,2014,5,93279.98,89836.11,5,"Comp. Equip.-Client Computing Domain-Desktop/Pers.","CREDITRON INC."
cra-2009005043,cra,"PANASONIC CANADA",17000.48,2008-10-14,2008,2014,7,2428.64,8076.6,2,"Rental of machinery, office furniture and fixtures and other equipment","PANASONIC CANADA INC."
cra-2009005177,cra,"THE FAMILY CENTRE",254561.25,2008-10-20,2008,2014,7,36365.8928571,46294.5,7,"Other health services not elsewhere specified Employee Assistance Programs","The Family Centre"
cra-2009005187,cra,"HITACHI DATA SYSTEMS",11432640.4,2012-12-03,2012,2014,3,3810880.13333,1130909.16,6,"Computer equipment - large/medium - mainframe, mini","HITACHI DATA SYSTEMS"
cra-2009006138,cra,"XEROX CANADA",16817.81,2008-11-20,2008,2014,7,2402.54428571,5774.48,3,"Rental of machinery, office furniture and fixtures and other equipment","XEROX CANADA LTD"
cra-2009006667,cra,"KONICA MINOLTA BUSINESS SOLUTIONS",14421.77,2008-12-10,2008,2014,7,2060.25285714,9839.09,3,"Rental of machinery, office furniture and fixtures and other equipment","KONICA MINOLTA BUSINESS SOLUTIONS"
cra-2009006732,cra,"SAP CANADA",18546893.86,2008-12-01,2008,2017,10,1854689.386,3323250,9,"Appli. Software (inc. COTS) Appli. Devel. and Deli","SAP Canada Inc."
cra-2010008270,cra,"RICOH CANADA",15353.53,2010-02-24,2010,2015,6,2558.92166667,10566.85,2,"Rental of machinery, office furniture and fixtures and other equipment","RICOH CANADA INC"
cra-2010009240,cra,"DÉMÉNAGEMENT TREMBLAY",19598.26,2010-01-03,2010,2014,5,3919.652,13125.01,3,"Transportation of things not elsewhere specified","DÉMÉNAGEMENT TREMBLAY"
cra-2009007832,cra,"KONICA MINOLTA BUSINESS SOLUTIONS",10920.6,2009-01-20,2009,2015,7,1560.08571429,6108.48,0,"Rental of machinery, office furniture and fixtures and other equipment","KONICA MINOLTA BUSINESS SOLUTIONS"
cra-2009008030,cra,"KONICA MINOLTA BUSINESS SOLUTIONS",11123.12,2012-01-17,2012,2014,3,3707.70666667,6305.19,2,"Rental of machinery, office furniture and fixtures and other equipment","KONICA MINOLTA BUSINESS SOLUTIONS"
cra-2009008277,cra,"KONICA MINOLTA BUSINESS SOLUTIONS",11795.79,2009-01-29,2009,2014,6,1965.965,10439.36,2,"Rental of machinery, office furniture and fixtures and other equipment","KONICA MINOLTA BUSINESS SOLUTIONS"
cra-2009008937,cra,"PANASONIC CANADA",12625.74,2009-02-11,2009,2015,7,1803.67714286,6712.66,0,"Rental of machinery, office furniture and fixtures and other equipment","PANASONIC CANADA INC."
cra-2009009037,cra,"KONICA MINOLTA BUSINESS SOLUTIONS",14597.42,2009-02-12,2009,2014,6,2432.90333333,7254.88,3,"Rental of machinery, office furniture and fixtures and other equipment","KONICA MINOLTA BUSINESS SOLUTIONS"
cra-2009009061,cra,"PANASONIC CANADA",11602.83,2009-02-13,2009,2014,6,1933.805,7306.69,0,"Rental of machinery, office furniture and fixtures and other equipment","PANASONIC CANADA INC."
cra-2009009258,cra,"KONICA MINOLTA BUSINESS SOLUTIONS",24104.41,2009-02-17,2009,2014,6,4017.40166667,10710,3,"Rental of machinery, office furniture and fixtures and other equipment","KONICA MINOLTA BUSINESS SOLUTIONS"
cra-2009010041,cra,"KONICA MINOLTA BUSINESS SOLUTIONS",17090.42,2012-02-28,2012,2014,3,5696.80666667,10326.74,3,"Rental of machinery, office furniture and fixtures and other equipment","KONICA MINOLTA BUSINESS SOLUTIONS"
cra-2009010103,cra,"KONICA MINOLTA BUSINESS SOLUTIONS",13927.99,2009-01-03,2009,2014,6,2321.33166667,7960.61,0,"Rental of machinery, office furniture and fixtures and other equipment","KONICA MINOLTA BUSINESS SOLUTIONS"
cra-2009010172,cra,"KONICA MINOLTA BUSINESS SOLUTIONS",11090.96,2009-01-03,2009,2014,6,1848.49333333,5849.55,2,"Rental of machinery, office furniture and fixtures and other equipment","KONICA MINOLTA BUSINESS SOLUTIONS"
cra-2009010220,cra,"ATRIA NETWORKS",330750,2009-01-03,2009,2019,11,30068.1818182,330750,0,"Rental of voice communications equipment","ATRIA NETWORKS"
cra-2009010250,cra,"KONICA MINOLTA BUSINESS SOLUTIONS",10525.19,2009-10-03,2009,2014,6,1754.19833333,6780.61,0,"Rental of machinery, office furniture and fixtures and other equipment","KONICA MINOLTA BUSINESS SOLUTIONS"
cra-2009010425,cra,"PANASONIC CANADA",19983.86,2009-12-03,2009,2014,6,3330.64333333,9584.4,2,"Rental of machinery, office furniture and fixtures and other equipment","PANASONIC CANADA INC."
cra-2009010429,cra,"PANASONIC CANADA",19941.75,2009-12-03,2009,2014,6,3323.625,9584.4,2,"Rental of machinery, office furniture and fixtures and other equipment","PANASONIC CANADA INC."
cra-2009010433,cra,"PANASONIC CANADA",19917.68,2009-12-03,2009,2014,6,3319.61333333,9584.4,2,"Rental of machinery, office furniture and fixtures and other equipment","PANASONIC CANADA INC."
cra-2009010447,cra,"PANASONIC CANADA",11540.03,2009-01-03,2009,2015,7,1648.57571429,6241.77,0,"Rental of machinery, office furniture and fixtures and other equipment","PANASONIC CANADA INC."
cra-2009010598,cra,"KONICA MINOLTA BUSINESS SOLUTIONS",10417.2,2009-01-03,2009,2014,6,1736.2,5920.9,2,"Rental of machinery, office furniture and fixtures and other equipment","KONICA MINOLTA BUSINESS SOLUTIONS"
