ID,Department,"Vendor Name","Contract Value","Contract Date","Start Year","End Year","Duration in Years","Value Per Year","Original Value","Number of Amendments",Description,"Original Vendor Name"
csc-2106940,csc,"INNOVA MEDICAL OPHTHALMICS",203110,2015-01-03,2015,2015,1,203110,203110,0,"Other Equipment and Parts","INNOVA MEDICAL OPHTHALMICS INC"
csc-2263538,csc,"MCKESSON CANADA",10092,2015-11-23,2015,2015,1,10092,10092,0,"Pharmaceutical and Other Medicinal Products","MCKESSON CANADA"
csc-2147758,csc,"GAMMA-DYNACARE MEDICAL LABORATORY",16950,2015-02-16,2015,2015,1,16950,16950,0,"Other Health Services not Elsewhere Specified","GAMMA-DYNACARE MEDICAL LABORATORY"
csc-2182110,csc,"MEDALLION MILK CO",15598,2015-01-05,2015,2015,1,15598,15598,0,"Miscellaneous Food, Food Materials and Food Preparations, Including Beverages and Tobacco","MEDALLION MILK CO LTD"
csc-2195420,csc,"GORDON FOOD SERVICE",12830,2015-01-06,2015,2015,1,12830,12830,0,"Miscellaneous Food, Food Materials and Food Preparations, Including Beverages and Tobacco","GORDON FOOD SERVICE"
csc-2139421-58,csc,"CO OP ATLANTIC",11285,2015-10-06,2015,2015,1,11285,11285,0,"Miscellaneous Food, Food Materials and Food Preparations, Including Beverages and Tobacco","CO OP ATLANTIC"
csc-2132891,csc,"DHL GLOBAL FORWARDING",10170,2015-01-05,2015,2015,1,10170,10170,0,"Transportation of Things not Elsewhere Specified","DHL GLOBAL FORWARDING"
csc-2197351,csc,"CHRYSLER CANADA",24998,2015-02-07,2015,2015,1,24998,24998,0,"Road Motor Vehicles","CHRYSLER CANADA INC"
csc-1703833-17,csc,DOUBLETEX,18258,2015-01-04,2015,2015,1,18258,18258,0,"Usage of Inventory",DOUBLETEX
csc-2152166,csc,"SAMUEL ET FILS ET CIE QUEBEC",10347,2015-02-26,2015,2015,1,10347,10347,0,"Usage of Inventory","SAMUEL ET FILS ET CIE QUEBEC"
csc-2143376,csc,"OEI KRUEGER",25905,2015-02-03,2015,2015,1,25905,25905,0,"Usage of Inventory",OEI
csc-2248604,csc,"CANADIAN CORPS OF COMMISSIONAIRES",11300,2015-10-27,2015,2015,1,11300,11300,0,"Protection Services","CANADIAN CORPS OF COMMISSIONAIRES"
csc-2063226,csc,"BRIAN MCLEOD",354052,2014-01-06,2014,2015,2,177026,354052,2,"Welfare Services","BRIAN MCLEOD"
csc-2209181,csc,"GLOBE SPRING & CUSHION",24616,2015-01-06,2015,2015,1,24616,24616,0,"Usage of Inventory","GLOBE SPRING & CUSHION"
csc-2143106-22,csc,"MEDALLION MILK CO",16212,2015-01-08,2015,2015,1,16212,16212,0,"Miscellaneous Food, Food Materials and Food Preparations, Including Beverages and Tobacco","MEDALLION MILK CO LTD"
csc-2137791,csc,"CHRYSLER CANADA",56238,2015-01-19,2015,2015,1,56238,56238,0,"Road Motor Vehicles","CHRYSLER CANADA INC"
csc-2188774,csc,"PROGRESSIVE WASTE SOLUTIONS CANADA",21000,2015-01-01,2015,2015,1,21000,21000,0,"Non-professional Personal Service Contracts not Elsewhere Specified","PROGRESSIVE WASTE SOLUTIONS CANADA INC"
csc-2273890,csc,"FORD MOTOR COMPANY OF CANADA LIMITED",41385,2015-12-11,2015,2015,1,41385,41385,0,"Road Motor Vehicles","FORD MOTOR COMPANY OF CANADA LIMITED"
csc-2159572,csc,"PRATTS FOOD SERVICE ALBERTA",29003,2015-01-03,2015,2015,1,29003,29003,0,"Miscellaneous Food, Food Materials and Food Preparations, Including Beverages and Tobacco","PRATTS FOOD SERVICE ALBERTA LTD"
csc-2274015,csc,"HYUNDAI AUTO CANADA CORPORATION",36236,2015-12-11,2015,2015,1,36236,36236,0,"Road Motor Vehicles","HYUNDAI AUTO CANADA CORPORATION"
csc-2180064,csc,"ARI FINANCIAL SERVICES",14729,2014-01-09,2014,2015,2,7364.5,14729,0,"Road Motor Vehicles - Non-military","ARI FINANCIAL SERVICES INC"
csc-2155814,csc,"PRATTS FOOD SERVICE ALBERTA",21035,2015-01-03,2015,2015,1,21035,21035,0,"Miscellaneous Food, Food Materials and Food Preparations, Including Beverages and Tobacco","PRATTS FOOD SERVICE ALBERTA LTD"
csc-2176603,csc,"MCKESSON CANADA",18221,2015-11-05,2015,2015,1,18221,18221,0,"Pharmaceutical and Other Medicinal Products","MCKESSON CANADA"
csc-2209659,csc,"GRANGER-BROWN ALISON",70000,2015-01-07,2015,2015,1,70000,70000,0,"Other Health Services not Elsewhere Specified","GRANGER-BROWN ALISON"
csc-2206088,csc,"GRAYBAR CANADA",22899,2015-01-07,2015,2015,1,22899,22899,0,"Other Equipment and Parts","GRAYBAR CANADA"
csc-2145108,csc,"OEI KRUEGER",36831,2015-02-10,2015,2015,1,36831,36831,0,"Usage of Inventory",OEI
csc-2174508,csc,"PARVU ALLAN",10170,2015-01-05,2015,2015,1,10170,10170,0,"Translation Services","PARVU ALLAN"
csc-2161102,csc,"DENIS MORRISON PROF CORP",68000,2015-11-16,2015,2016,2,34000,68000,2,"Physicians and Surgeons","DENIS MORRISON PROF CORP"
csc-2216061,csc,"FORD MOTOR COMPANY OF CANADA LIMITED",30112,2015-01-08,2015,2015,1,30112,30112,0,"Road Motor Vehicles","FORD MOTOR COMPANY OF CANADA LIMITED"
csc-2143577,csc,"PM CONTRACTING",18984,2015-02-04,2015,2015,1,18984,18984,0,"Institutional Buildings","PM CONTRACTING LTD"
csc-2230962,csc,"STAR BUILDING MATERIALS",17362,2015-01-09,2015,2015,1,17362,17362,0,"Miscellaneous Manufactured Articles","STAR BUILDING MATERIALS"
csc-2229457,csc,"GLOBE SPRING & CUSHION",13552,2015-01-09,2015,2015,1,13552,13552,0,"Usage of Inventory","GLOBE SPRING & CUSHION"
csc-2141053,csc,SIEMENS,34446,2015-02-03,2015,2015,1,34446,34446,0,"Heating, Air-conditioning and Refrigeration Equipment",SIEMENS
csc-2183605,csc,"XEROX CANADA",31500,2015-01-04,2015,2015,1,31500,31500,0,"Rental of Machinery, Office Furniture and Fixtures and Other Equipment","XEROX CANADA LTD"
csc-2145874,csc,"PACIFIC SAFETY PRODUCTS",17682,2015-02-11,2015,2015,1,17682,17682,0,"Safety and Sanitation Equipment and Parts","PACIFIC SAFETY PRODUCTS INC"
csc-2198243,csc,"CHESTNUT RIDGE FOAM",74974,2015-01-07,2015,2015,1,74974,74974,0,"Usage of Inventory","CHESTNUT RIDGE FOAM INC"
csc-2175811,csc,"AGFA HEALTHCARE",32085,2015-01-07,2015,2015,1,32085,32085,0,"Other Equipment and Parts","AGFA HEALTHCARE INC"
csc-2167541,csc,"CLOTURE SPEC 11",380762,2015-01-06,2015,2015,1,380762,380762,0,"Other Engineering Works","CLOTURE SPEC 11 INC"
csc-2194684,csc,"XEROX CANADA",16829,2015-01-07,2015,2015,1,16829,16829,0,"Rental of Computer Equipment related to Production and Operations (P&O) environment—All servers, storage, printers etc (Includes all related parts and peripherals)","XEROX CANADA LTD"
csc-2261107,csc,"LABOR TEK PERSONNEL SERVICES",27635,2015-11-27,2015,2015,1,27635,27635,0,"Temporary Help Services","LABOR TEK PERSONNEL SERVICES LTD"
csc-2263894,csc,"EXCEL HUMAN RESOURCES",18396,2015-11-03,2015,2015,1,18396,18396,0,"Temporary Help Services","EXCEL HUMAN RESOURCES"
csc-2209439,csc,"SUPERIOR QUILTING LIMITED",25468,2015-01-07,2015,2015,1,25468,25468,0,"Usage of Inventory","SUPERIOR QUILTING LIMITED"
csc-2179520,csc,"MCKESSON CANADA",12260,2015-01-05,2015,2015,1,12260,12260,0,"Pharmaceutical and Other Medicinal Products","MCKESSON CANADA"
csc-2180015,csc,"ARI FINANCIAL SERVICES",20611,2015-01-05,2015,2015,1,20611,20611,0,"Road Motor Vehicles—Non-military","ARI FINANCIAL SERVICES INC"
csc-2227675,csc,"FER FAB",109226,2015-10-02,2015,2015,1,109226,109226,0,"Institutional Buildings","FER FAB INC"
csc-2256636,csc,"DESCHENES ET FILS LTEE",14315,2015-11-10,2015,2015,1,14315,14315,0,"Plumbing Equipment and Fittings, Including Parts","DESCHENES ET FILS LTEE"
csc-2200631,csc,"MAYER PAETZ",21809,2015-10-07,2015,2015,1,21809,21809,0,"Usage of Inventory","MAYER PAETZ INC"
csc-2165800,csc,"PARENT JOHANNE",37883,2015-02-04,2015,2015,1,37883,37883,0,"Other Professional Services not Elsewhere Specified","PARENT JOHANNE"
csc-2267430,csc,"MCKESSON CANADA",16085,2015-12-01,2015,2015,1,16085,16085,0,"Pharmaceutical and Other Medicinal Products","MCKESSON CANADA"
csc-2259984,csc,"M & M BUILDING SUPPLIES",22338,2015-11-13,2015,2015,1,22338,22338,0,"Miscellaneous Manufactured Articles","M & M BUILDING SUPPLIES LTD"
csc-2229889,csc,"CULLEN DIESEL POWER",15554,2015-01-09,2015,2015,1,15554,15554,0,"Other Equipment","CULLEN DIESEL POWER LTD"
csc-2270858,csc,"J HARRISON EXCAVATING AND PIPELINE",16208,2015-12-07,2015,2015,1,16208,16208,0,"Institutional Buildings","J HARRISON EXCAVATING AND PIPELINE"
csc-1958786-183,csc,"TUYAUTERIE DUNOR",16905,2015-02-19,2015,2015,1,16905,16905,0,"Heating, Air-conditioning and Refrigeration Equipment","TUYAUTERIE DUNOR INC"
csc-2200774,csc,"WORKDYNAMICS TECHNOLOGIES",81360,2015-01-09,2015,2015,1,81360,81360,0,"Information Technology and Telecommunications Consultants","WORKDYNAMICS TECHNOLOGIES INC"
csc-2143106-7,csc,"MEDALLION MILK CO",36408,2015-01-05,2015,2015,1,36408,36408,0,"Miscellaneous Food, Food Materials and Food Preparations, Including Beverages and Tobacco","MEDALLION MILK CO LTD"
csc-2165815,csc,"GROS LOUIS RAYMOND",35995,2015-02-04,2015,2015,1,35995,35995,0,"Other Professional Services not Elsewhere Specified","GROS LOUIS RAYMOND"
csc-2247791,csc,"MARITIME PRESSUREWORKS",28134,2015-10-26,2015,2015,1,28134,28134,0,"Heating, Air-conditioning and Refrigeration Equipment","MARITIME PRESSUREWORKS LTD"
csc-2150631,csc,"FORD MOTOR COMPANY OF CANADA LIMITED",45690,2015-02-23,2015,2015,1,45690,45690,0,"Road Motor Vehicles","FORD MOTOR COMPANY OF CANADA LIMITED"
csc-2177281,csc,"SUPER SAVE DISPOSAL SASKATCHEWAN",52500,2015-01-03,2015,2015,1,52500,52500,2,"Non-professional Personal Service Contracts not Elsewhere Specified","SUPER SAVE DISPOSAL SASKATCHEWAN INC"
csc-2217865,csc,MCFADDENS,10935,2015-01-08,2015,2015,1,10935,10935,0,"Usage of Inventory",MCFADDENS
csc-2184962,csc,"CASSELMAN WOODCRAFT",49999,2015-01-06,2015,2015,1,49999,49999,0,"Other Business Services not Elsewhere Specified","CASSELMAN WOODCRAFT LTD"
csc-2164694,csc,"MCKESSON CANADA",100512,2015-01-03,2015,2015,1,100512,100512,0,"Pharmaceutical and Other Medicinal Products","MCKESSON CANADA"
csc-2172975,csc,"CANADIAN CORPS OF COMMISSIONAIRES",34492,2015-01-04,2015,2015,1,34492,34492,0,"Protection Services","CORPS CANADIEN DES COMMISSIONNAIRE"
csc-2183058,csc,DYNACARE,26726,2015-01-05,2015,2015,1,26726,26726,2,"Other Health Services not Elsewhere Specified",DYNACARE
csc-2147977,csc,"ASCENSEURS CLOUTIER LTEE",16358,2015-02-25,2015,2015,1,16358,16358,0,"Processing Machinery","ASCENSEURS CLOUTIER LTEE"
csc-2199186,csc,"GORDON FOOD SERVICE",13842,2015-01-07,2015,2015,1,13842,13842,0,"Miscellaneous Food, Food Materials and Food Preparations, Including Beverages and Tobacco","GORDON FOOD SERVICE"
csc-2203752,csc,"CANADIAN CORPS OF COMMISSIONAIRES",22500,2015-01-07,2015,2015,1,22500,22500,2,"Protection Services","CANADIAN CORPS OF COMMISSIONAIRES"
csc-2186628,csc,"HEWITT RENTALS",10699,2015-01-06,2015,2015,1,10699,10699,0,"Rental of Machinery, Office Furniture and Fixtures and Other Equipment","HEWITT RENTALS INC"
csc-2175382,csc,"BROUGH SHEET METAL CO",65088,2015-01-05,2015,2015,1,65088,65088,0,"Institutional Buildings","BROUGH SHEET METAL CO LTD"
csc-2165935,csc,"GARTNER GROUP CANADA CO",67924,2015-01-03,2015,2015,1,67924,67924,0,"Other Business Services not Elsewhere Specified","GARTNER GROUP CANADA CO"
csc-2172147,csc,"IMPERIAL OIL",35363,2015-01-04,2015,2015,1,35363,35363,0,"Light Fuel Oil","IMPERIAL OIL"
csc-1593660-69,csc,"CLS LEXI-TECH",16901,2015-01-04,2015,2015,1,16901,16901,0,"Translation Services","CLS LEXI-TECH LTD"
csc-2222607,csc,"RICHELIEU MONTREAL",13437,2015-02-09,2015,2015,1,13437,13437,0,"Usage of Inventory","RICHELIEU MONTREAL"
csc-2239744,csc,"PRECISION SERVICES AND PUMPS",40431,2015-11-25,2015,2015,1,40431,40431,0,"Other Equipment","PRECISION SERVICES AND PUMPS"
csc-2135869,csc,"ROBERT BURY AND CO CANADA",18591,2015-01-13,2015,2015,1,18591,18591,0,"Usage of Inventory","ROBERT BURY AND CO CANADA LTD"
csc-2269183,csc,"CROWNCAP 1987",10477,2015-12-04,2015,2015,1,10477,10477,0,"Usage of Inventory","CROWNCAP 1987 LTD"
csc-1958783-120,csc,"POULIN ELECTRIQUE",24374,2015-01-08,2015,2015,1,24374,24374,0,"Electric Lighting, Distribution and Control Equipment","POULIN ELECTRIQUE INC"
csc-2262395,csc,"MCKESSON CANADA",29196,2015-11-19,2015,2015,1,29196,29196,0,"Pharmaceutical and Other Medicinal Products","MCKESSON CANADA"
csc-2013978-9,csc,"BEAUREGARD FOSSES SEPTIQUES LTEE",11143,2015-10-27,2015,2015,1,11143,11143,0,"Other Business Services not Elsewhere Specified","BEAUREGARD FOSSES SEPTIQUES LTEE"
csc-2116777,csc,MARCOMM,413941,2015-01-29,2015,2015,1,413941,413941,3,"Other Engineering Works","MARCOMM SYSTEMS GROUP INC"
csc-2172419,csc,"BOWMAN FUELS LIMITED",22600,2015-01-04,2015,2015,1,22600,22600,0,Gasoline,"BOWMAN FUELS LIMITED"
csc-2146742,csc,"CORONET EQUIPMENT",19583,2015-01-29,2015,2015,1,19583,19583,0,"Electric Lighting, Distribution and Control Equipment and Parts","CORONET EQUIPMENT LTD"
csc-2225758,csc,"PARVU ALLAN",10170,2015-01-09,2015,2015,1,10170,10170,0,"Translation Services","PARVU ALLAN"
csc-2164760,csc,"CANADIAN CORPS OF COMMISSIONAIRES",10741,2015-12-03,2015,2015,1,10741,10741,0,"Protection Services","CANADIAN CORPS OF COMMISSIONAIRES"
csc-2196954,csc,"GENERAL MOTORS OF CANADA",32642,2015-02-07,2015,2015,1,32642,32642,0,"Road Motor Vehicles","GENERAL MOTORS OF CANADA LTD."
csc-2149118,csc,"FORD MOTOR COMPANY OF CANADA LIMITED",28549,2015-02-18,2015,2015,1,28549,28549,0,"Road Motor Vehicles","FORD MOTOR COMPANY OF CANADA LIMITED"
csc-2190909,csc,"CANADIAN CORPS OF COMMISSIONAIRES",78750,2015-01-05,2015,2015,1,78750,78750,2,"Protection Services","CANADIAN CORPS OF COMMISSIONAIRES"
csc-2270392,csc,"RUSSEL METALS",14420,2015-12-07,2015,2015,1,14420,14420,0,"Usage of Inventory","RUSSEL METALS INC"
csc-2150446,csc,"MCKESSON CANADA",33101,2015-02-23,2015,2015,1,33101,33101,0,"Pharmaceutical and Other Medicinal Products","MCKESSON CANADA"
csc-2167970,csc,"KHITAB AARON",88000,2015-01-04,2015,2015,1,88000,88000,0,"Other Health Services not Elsewhere Specified","KHITAB AARON"
csc-2020424,csc,"ELIZABETH FRY SOCIETY",53110,2015-01-03,2015,2015,1,53110,53110,2,"Other Professional Services not Elsewhere Specified","ELIZABETH FRY SOCIETY"
csc-2073475-3,csc,"MASHA KRUPP TRANSLATION GROUP LIMITED THE",11497,2015-12-14,2015,2015,1,11497,11497,0,"Translation Services","MASHA KRUPP TRANSLATION GROUP LIMITED THE"
csc-2206407,csc,"TUBE WAY",11851,2015-01-07,2015,2015,1,11851,11851,0,"Usage of Inventory","TUBE WAY INC"
csc-2239144,csc,"MEYERS TRANSPORT",15425,2015-10-07,2015,2015,1,15425,15425,0,"Transportation of Things not Elsewhere Specified","MEYERS TRANSPORT LTD"
csc-2143152,csc,HEALTHMARK,10706,2015-02-03,2015,2015,1,10706,10706,0,"Medical Supplies, etc.","HEALTHMARK LTD"
csc-2186032,csc,"ARI FINANCIAL SERVICES",55182,2015-01-04,2015,2015,1,55182,55182,0,Gasoline,"ARI FINANCIAL SERVICES INC"
csc-2268824,csc,SIEMENS,16892,2015-12-03,2015,2015,1,16892,16892,0,"Other Equipment and Parts","SIEMENS CANADA LIMITED / LIMITEE"
csc-2269620,csc,"CIVIT MACHINE A COUDRE",17571,2015-12-03,2015,2015,1,17571,17571,0,"Other Equipment and Parts","CIVIT MACHINE A COUDRE"
csc-2217534,csc,"TKNT MECHANICAL",31630,2015-01-08,2015,2015,1,31630,31630,0,"Heating, Air-conditioning and Refrigeration Equipment","TKNT MECHANICAL LTD."
csc-2225248,csc,"CARDINAL KEN",175750,2015-11-23,2015,2015,1,175750,175750,0,"Other Professional Services not Elsewhere Specified","CARDINAL KEN"
csc-2234054,csc,"PODOLINSKY EQUIPMENT",16430,2015-01-09,2015,2015,1,16430,16430,0,"Other Machinery and Parts","PODOLINSKY EQUIPMENT LTD"
csc-2150139,csc,"DRAPEAU AUTOMATIC SPRINKLER CORP",14278,2015-02-23,2015,2015,1,14278,14278,0,"Institutional Buildings","DRAPEAU AUTOMATIC SPRINKLER CORP"
csc-2279396,csc,"MCKESSON CANADA",142208,2015-12-22,2015,2015,1,142208,142208,0,"Pharmaceutical and Other Medicinal Products","MCKESSON CANADA"
csc-2209882,csc,"PERSONNEL ALTER EGO",14749,2015-01-07,2015,2015,1,14749,14749,0,"Temporary Help Services","PERSONNEL ALTER EGO"
csc-2181409,csc,"9083 1041 QUEBEC",33422,2015-01-05,2015,2015,1,33422,33422,2,"Information Technology and Telecommunications Consultants","9083 1041 QUEBEC INC"
csc-2195029,csc,"COLUMBIA FUELS",10500,2015-01-06,2015,2015,1,10500,10500,0,Gasoline,"COLUMBIA FUELS"
csc-2132348,csc,"CP DISTRIBUTORS",61582,2015-01-09,2015,2015,1,61582,61582,0,"Institutional Buildings","CP DISTRIBUTORS LTD"
csc-2152037,csc,"CESTA CANADIAN EMERGENCY SUPPLY AND TRAINING ASSOCIATES",28133,2015-02-26,2015,2015,1,28133,28133,0,"Miscellaneous Manufactured Articles","CESTA CANADIAN EMERGENCY SUPPLY AND TRAINING ASSOCIATES INC"
csc-2278608,csc,"IMPERIAL OIL",16296,2015-12-21,2015,2015,1,16296,16296,0,"Light Fuel Oil","IMPERIAL OIL"
csc-2215091,csc,"MEDALLION MILK CO",16206,2015-01-08,2015,2015,1,16206,16206,0,"Miscellaneous Food, Food Materials and Food Preparations, Including Beverages and Tobacco","MEDALLION MILK CO LTD"
csc-2195468,csc,"MEDALLION MILK CO",13293,2015-01-06,2015,2015,1,13293,13293,0,"Miscellaneous Food, Food Materials and Food Preparations, Including Beverages and Tobacco","MEDALLION MILK CO LTD"
csc-2219276,csc,"OEI KRUEGER",137236,2015-01-08,2015,2015,1,137236,137236,0,"Usage of Inventory","OEI KRUEGER INTERNATIONAL INC"
csc-2143106-16,csc,"MEDALLION MILK CO",18550,2015-01-07,2015,2015,1,18550,18550,0,"Miscellaneous Food, Food Materials and Food Preparations, Including Beverages and Tobacco","MEDALLION MILK CO LTD"
csc-2229039,csc,"MCKESSON CANADA",10902,2015-01-09,2015,2015,1,10902,10902,0,"Pharmaceutical and Other Medicinal Products","MCKESSON CANADA"
csc-2134669,csc,"OEI KRUEGER",233000,2015-01-09,2015,2015,1,233000,233000,0,"Usage of Inventory",OEI
csc-2151446,csc,"MCKESSON CANADA",15959,2015-02-25,2015,2015,1,15959,15959,0,"Pharmaceutical and Other Medicinal Products","MCKESSON CANADA"
csc-2081152-3,csc,STEDFAST,23584,2015-01-04,2015,2015,1,23584,23584,0,"Usage of Inventory","STEDFAST INC"
csc-2188764,csc,"MCKESSON CANADA",12123,2015-10-06,2015,2015,1,12123,12123,0,"Pharmaceutical and Other Medicinal Products","MCKESSON CANADA"
csc-2152706,csc,"MCKESSON CANADA",324236,2015-02-27,2015,2015,1,324236,324236,0,"Pharmaceutical and Other Medicinal Products","MCKESSON CANADA"
csc-2190282,csc,"CENTRE DE PLACEMENT SPECIALISE",69789,2015-12-23,2015,2016,2,34894.5,69789,0,"Education—Non-Public Servants","CENTRE DE PLACEMENT SPECIALISE"
csc-2211185,csc,"MCKESSON CANADA",61346,2015-01-08,2015,2015,1,61346,61346,0,"Pharmaceutical and Other Medicinal Products","MCKESSON CANADA"
csc-2167509,csc,"MCKESSON CANADA",13275,2015-01-04,2015,2015,1,13275,13275,0,"Pharmaceutical and Other Medicinal Products","MCKESSON CANADA"
csc-2165290,csc,"POLARTEC PERFORMANCE TEXTILES",23953,2015-01-03,2015,2015,1,23953,23953,0,"Usage of Inventory","POLARTEC PERFORMANCE TEXTILES LTD"
csc-2273997,csc,"FCA CANADA",50205,2015-12-11,2015,2015,1,50205,50205,0,"Road Motor Vehicles","FCA CANADA INC"
csc-2282252,csc,"MEDALLION MILK CO",15440,2015-12-30,2015,2015,1,15440,15440,0,"Miscellaneous Food, Food Materials and Food Preparations, Including Beverages and Tobacco","MEDALLION MILK CO LTD"
csc-2275282,csc,"DOR-VAL MANUFACTURING",63607,2015-12-15,2015,2015,1,63607,63607,0,"Usage of Inventory","DOR-VAL MANUFACTURING"
csc-2244758,csc,"PROVIDENCE HEALTH CARE",39145,2015-10-21,2015,2015,1,39145,39145,0,"Pharmaceutical and Other Medicinal Products","PROVIDENCE HEALTH CARE"
csc-2162078-1,csc,"SUPER CHANNEL INTERNATIONAL CORP",29318,2015-01-03,2015,2015,1,29318,29318,0,"Usage of Inventory","SUPER CHANNEL INTERNATIONAL CORP"
csc-1593660-68,csc,"CLS LEXI-TECH",64518,2015-01-04,2015,2015,1,64518,64518,2,"Translation Services","CLS LEXI-TECH LTD"
csc-1306348-24,csc,"EXCAVATION CMR",21039,2015-01-08,2015,2015,1,21039,21039,0,"Rental of Motor and Other Vehicles","EXCAVATION CMR INC"
csc-2253662-1,csc,"SNC LAVALIN",10922,2015-12-22,2015,2015,1,10922,10922,0,"Engineering Consultants - Construction","SNC LAVALIN INC"
csc-2253355,csc,"MEDALLION MILK CO",16000,2015-11-05,2015,2015,1,16000,16000,0,"Miscellaneous Food, Food Materials and Food Preparations, Including Beverages and Tobacco","MEDALLION MILK CO LTD"
csc-2150604,csc,"GORDON FOOD SERVICE",11720,2015-02-24,2015,2015,1,11720,11720,0,"Miscellaneous Food, Food Materials and Food Preparations, Including Beverages and Tobacco","GORDON FOOD SERVICE"
csc-2268913,csc,"AIR INUIT",192399,2015-12-03,2015,2015,1,192399,192399,0,"Non-Public Servant Travel - Support Core Mandate","AIR INUIT LTD"
csc-2268424,csc,"LEVITT SAFETY",19871,2015-12-02,2015,2015,1,19871,19871,0,"Other Equipment and Parts","LEVITT SAFETY LTD"
csc-2255144,csc,"WILLIAM SCULLY LTEE",19295,2015-11-06,2015,2015,1,19295,19295,0,"Usage of Inventory","WILLIAM SCULLY LTEE"
csc-2234709,csc,"BLUEWAVE ENERGY",10170,2015-01-09,2015,2015,1,10170,10170,0,"Light Fuel Oil","BLUEWAVE ENERGY INC"
csc-2131809,csc,"OEI KRUEGER",108480,2015-01-05,2015,2015,1,108480,108480,0,"Usage of Inventory",OEI
csc-2157676,csc,"MCKESSON CANADA",13531,2015-11-03,2015,2015,1,13531,13531,0,"Pharmaceutical and Other Medicinal Products","MCKESSON CANADA"
csc-1958786-248,csc,"TUYAUTERIE DUNOR",29693,2015-12-11,2015,2015,1,29693,29693,0,"Heating, Air-conditioning and Refrigeration Equipment","TUYAUTERIE DUNOR INC"
csc-2140486,csc,SIEMENS,52143,2015-12-03,2015,2015,1,52143,52143,0,"Heating, Air-conditioning and Refrigeration Equipment",SIEMENS
csc-2082704-203,csc,"BUANDERIE BLANCHELLE LA",10596,2015-11-16,2015,2015,1,10596,10596,0,"Other Business Services not Elsewhere Specified","BUANDERIE BLANCHELLE INC LA"
csc-2193340,csc,"FORD MOTOR COMPANY OF CANADA LIMITED",34790,2015-01-06,2015,2015,1,34790,34790,0,"Road Motor Vehicles","FORD MOTOR COMPANY OF CANADA LIMITED"
csc-2193827,csc,"ELIZABETH FRY SOCIETY OF MAINLAND NOVA SCOTIA",23460,2015-01-09,2015,2015,1,23460,23460,0,"Other Professional Services not Elsewhere Specified","ELIZABETH FRY SOCIETY OF MAINLAND NOVA SCOTIA"
csc-2205274,csc,"MARCHAND JULIE DRE",18663,2015-01-07,2015,2015,1,18663,18663,0,"Physicians and Surgeons","MARCHAND JULIE DRE"
csc-2185757,csc,"HARTIGAN RONALD MR J",36000,2015-12-01,2015,2015,1,36000,36000,0,"Non-professional Personal Service Contracts not Elsewhere Specified","HARTIGAN RONALD MR J"
csc-2210868,csc,"AIR INUIT",193155,2015-01-08,2015,2015,1,193155,193155,0,"Non-Public Servant Travel - Support Core Mandate","AIR INUIT LTD"
csc-2172477,csc,"ARI FINANCIAL SERVICES",13800,2015-01-04,2015,2015,1,13800,13800,0,"Road Motor Vehicles - Non-military","ARI FINANCIAL SERVICES INC"
csc-2273806,csc,"FORD MOTOR COMPANY OF CANADA LIMITED",52908,2015-12-11,2015,2015,1,52908,52908,0,"Road Motor Vehicles","FORD MOTOR COMPANY OF CANADA LIMITED"
csc-2268796,csc,"NURSE NEXT DOOR",63000,2015-12-02,2015,2015,1,63000,63000,0,"Other Health Services not Elsewhere Specified","NURSE NEXT DOOR"
csc-2059553-6,csc,"TRICOTS DEVINO",56245,2015-11-08,2015,2015,1,56245,56245,0,"Usage of Inventory","TRICOTS DEVINO INC."
csc-2143106-17,csc,"MEDALLION MILK CO",27883,2015-01-08,2015,2015,1,27883,27883,0,"Miscellaneous Food, Food Materials and Food Preparations, Including Beverages and Tobacco","MEDALLION MILK CO LTD"
csc-2274009,csc,"FCA CANADA",101568,2015-12-11,2015,2015,1,101568,101568,0,"Road Motor Vehicles","FCA CANADA INC"
csc-2113401-3,csc,"SYSCO FOOD SERVICES",11488,2015-01-28,2015,2015,1,11488,11488,0,"Miscellaneous Food, Food Materials and Food Preparations, Including Beverages and Tobacco","SYSCO FOOD SERVICES"
csc-2112812,csc,"SIMOURD & ASSOCIATES",34418,2015-01-04,2015,2015,1,34418,34418,2,"Other Professional Services not Elsewhere Specified","SIMOURD & ASSOCIATES"
csc-2171101,csc,"MILL SUPPLY LIMITED",47256,2015-01-04,2015,2015,1,47256,47256,0,"Usage of Inventory","MILL SUPPLY LIMITED"
csc-2156942,csc,"GORDON FOOD SERVICE",18021,2015-10-03,2015,2015,1,18021,18021,0,"Miscellaneous Food, Food Materials and Food Preparations, Including Beverages and Tobacco","GORDON FOOD SERVICE"
csc-2180809,csc,"CANADIAN CORPS OF COMMISSIONAIRES",10337,2015-01-05,2015,2015,1,10337,10337,0,"Protection Services","CANADIAN CORPS OF COMMISSIONAIRES"
csc-2224982,csc,"WESTERN OIL SERVICES",26082,2015-10-16,2015,2015,1,26082,26082,0,"Other Business Services not Elsewhere Specified","WESTERN OIL SERVICES LTD"
csc-2190378,csc,"MCKESSON CANADA",10895,2015-01-06,2015,2015,1,10895,10895,0,"Pharmaceutical and Other Medicinal Products","MCKESSON CANADA"
csc-2233341,csc,"STANLEY BLACK AND DECKER CANADA CORPORATION",59018,2015-01-09,2015,2015,1,59018,59018,0,"Safety and Sanitation Equipment and Parts","STANLEY BLACK AND DECKER CANADA CORPORATION"
