"operatingName","email","website","filename","alternateName","legalName"
"Apex Chiropractic",,"http://apexchiro.ca/","APEX CHIROPRACTIC.html",,
"APEX Corrosion",,"http://www.apexcorrosion.com","APEX CORROSION.html",,"1857256 Ontario Limited"
"Apex Denture Clinic and Laboratory Ltd.","apex_denture@hotmail.com",,"APEX DENTURE CLINIC AND LABORATORY LTD.html","Apex Denture clinic Ltd.","Apex Denture Clinic and Laboratories Ltd"
"Apex Direct","info@apexdirect.ca","http://www.apexdirect.ca","APEX DIRECT.html",,"3956440 Canada Inc."
"Apex Energy Consultants Inc.","info@apexenergy.com","http://www.apexenergy.com","APEX ENERGY CONSULTANTS INC.html",,
"Apex Equipment Ltd.","sales@apexequipmentltd.com","http://www.apexequipmentltd.com","APEX EQUIPMENT LTD.html",,
"Apex Financial","davidw@apexfinancial.ca","http://www.apexfinancial.com/","APEX FINANCIAL.html",,
"Apex Industries Automation & Product Development Group INC.","info@motionfab.com","http://www.motionfab.com","APEX INDUSTRIES AUTOMATION & PRODUCT DEVELOPMENT GROUP INC.html","MotionFab Automated Solutions",
"Apex Industries Inc.","keith.donaldson@apexindustries.com","http://www.apexindustries.com","APEX INDUSTRIES INC.html",,
"Apex Lawn Services","info@apexlawn.ca","http://www.apexlawn.ca","APEX LAWN SERVICES.html",,"West Harbour Holdings Inc."
"APEX Registry Information Services","ApexReg@shaw.ca","http://www.apexreginfo.com","APEX REGISTRY INFORMATION SERVICES.html",,
"Apex Repair Services",,"http://www.thesource.ca","APEX REPAIR SERVICES.html",,
"Apex Rope Services Ltd",,"http://apex-ropeservices.ca","APEX ROPE SERVICES LTD.html",,
"Apex Sales Group, Inc.","info@apexsalesgroup.com","http://www.apexsalesgroup.com","APEX SALES GROUP, INC.html",,
"Apex Trades Inc.","info@apextrades.ca",,"APEX TRADES INC.html",,
"Apex Valve Services",,,"APEX VALVE SERVICES.html",,
"Apex Valves Services","michael.dyke@apexdistribution.com","http://www.apexdistribution.com","APEX VALVES SERVICES.html",,"Apex Distribution Inc"
"Apexium Medical Group","luc@apexiummed.com",,"APEXIUM MEDICAL GROUP.html",,
"ApexMed Transcription Services","info@apexmedtranscription.com",,"APEXMED TRANSCRIPTION SERVICES.html",,
"APEXO INC.","info@apexo.ca","http://www.apexo.ca","APEXO INC.html",,
"ApexRMS","info@apexrms.com","http://www.apexrms.com","APEXRMS.html",,"Apex Resource Management Solutions Ltd."
"APF",,,"APF.html",,
"Aphelion Inc","jahangir.alam@aphelion.ca","http://www.aphelion.ca","APHELION INC.html",,
"A.P.I. Alarm Inc.","sales@apialarm.com","http://www.apialarm.com","API ALARM INC.html","api alarm",
"API Hockey Pros & Sports Store","sales@apihockey.com","http://www.apihockey.com","API HOCKEY PROS & SPORTS STORE.html",,"API Hockey"
"APIBQ","gestion@apibq.ca","http://www.apibq.ca","APIBQ.html",,"Association des physiciens et ingénieurs biomédicaux du Québec"
"Apikan Consulting",,,"APIKAN CONSULTING.html",,"Brascoupe Professional Services Inc. and Altis Human Resources (Ottawa) Inc., in Joint Venture"
"Apikan Indigenous Network","simonbrascoupe@hotmail.com",,"APIKAN INDIGENOUS NETWORK.html",,
"APITSIU CONSTRUCTION LTD","info@apitsiu.com","http://www.apitsiu.com","APITSIU CONSTRUCTION LTD.html",,
"APLUS INSTITUTE","info@aplusinstitute.com","http://www.aplusinstitute.ca","APLUS INSTITUTE.html",,
"Aplus Windows & Doors Technologies","apluswindowtech@gmail.com","http://www.apluswindowtech.com","APLUS WINDOWS & DOORS TECHNOLOGIES.html",,
"APM Construction Services Inc","inquiry@apm.ca","http://www.apm.ca","APM CONSTRUCTION SERVICES INC.html",,
"APM Diesel 1992 Inc.","info@apmdiesel.com","http://www.apmdiesel.com","APM DIESEL 1992 INC.html",,"A.P.M. Diesel (1992) Inc."
"APMA","info@apma.ca","http://www.apma.ca","APMA.html",,"Automotive Parts Manufacturers' Association"
"APN inc.","isabelle.perreault@apnca.com","http://www.apnca.com/en/","APN INC.html",,
"Apo-G Location","info@apo-g.ca","http://www.apo-g.ca","APO-G LOCATION.html",,
"Apollo Electric Inc.","zvonkoapollo@gmail.com","http://apolloelectricinc.ca","APOLLO ELECTRIC INC.html",,
"Apollo Machine & Products Ltd.","apm@sasktel.net","http://www.apollomachineandproducts.com","APOLLO MACHINE & PRODUCTS LTD.html",,
"Apollo Machine","jake.quast@apollomachine.com","http://www.apollomachine.com","APOLLO MACHINE.html","Apollo Clad - Laser Cladding",
"Apollo Machinery Limited","info@hydraulic-manifold.com","http://www.hydraulic-manifold.com","APOLLO MACHINERY LIMITED.html",,
"Apollo Microwaves Ltd.","frank.vitsentzatos@apollomw.com","http://www.apollomw.com","APOLLO MICROWAVES LTD.html",,
"ApolloSmart Inc.",,"http://www.apollosmart.net","APOLLOSMART INC.html",,
"Apolodor Technologies","andy.pospiech@gmail.com",,"APOLODOR TECHNOLOGIES.html",,
"Aponia Dental",,"http://www.aponiadental.ca","APONIA DENTAL.html",,
"Aponia","info@aponia.ca","http://www.aponia.ca","APONIA.html",,"Aponia Web Solutions"
"Aportto Translation","info@aportto.com","http://www.aportto.com","APORTTO TRANSLATION.html",,
"Apotex Fermentation Inc.","info@apoferm.mb.ca","http://www.apoferm.mb.ca","APOTEX FERMENTATION INC.html",,
"Apotex Inc.",,"http://www.apotex.com","APOTEX INC.html",,
"Apotex Pharmachem Inc.","sales@apotexpharmachem.com","http://www.apotexpharmachem.com","APOTEX PHARMACHEM INC.html",,
"Apothecary Images Inc.","sales@apothecaryimages.com","http://www.apothecaryimages.com","APOTHECARY IMAGES INC.html",,
"Appalaches Web","info@awreferencement.com","http://awreferencement.com","APPALACHES WEB.html",,
"Appareils électroménagers Rich","rich.couture@videotron.ca","http://www.richardcoutureelectro.ca","APPAREILS ELECTROMENAGERS RICH.html",,
"Apparel Trimmings Inc.","normancheung@apptrim.ca",,"APPAREL TRIMMINGS INC.html",,
"AppBuilderOnline",,"http://www.appbuilderonline.com/abo/contents/index.aspx","APPBUILDERONLINE.html",,
"Appellation Wines","kenhayden@appellationwines.ca","http://www.appellationwines.ca","APPELLATION WINES.html",,"4302052 Canada Inc."
"Apperley Electric","aeyorkton@sasktel.net",,"APPERLEY ELECTRIC.html",,
"Appin Associates","appin@appin.com","http://www.appin.com","APPIN ASSOCIATES.html",,"Appin Solar Associates Inc."
"Applanix  Corporation A Trimble Company","info@applanix.com","http://www.applanix.com","APPLANIX  CORPORATION A TRIMBLE COMPANY.html",,
"Apple Athletic Products (1995) Inc.","info@appleathletic.com","http://www.appleathletic.com","APPLE ATHLETIC PRODUCTS (1995) INC.html",,
"Apple Communication Corp","info@applecommunication.com","http://applecommunication.com","APPLE COMMUNICATION CORP.html",,
"Apple Display Products Ltd.",,"http://www.appledisplay.com","APPLE DISPLAY PRODUCTS LTD.html",,
"Apple Express Courier Limited","sley@appleexpress.com","http://www.appleexpress.com","APPLE EXPRESS COURIER LIMITED.html",,
"Apple Management","lawrieapple@applemanagement.ca","http://www.applemanagement.ca","APPLE MANAGEMENT.html",,"Apple Management Corp."
"Apple Pie Pottery","applepiepottery@eastlink.ca",,"APPLE PIE POTTERY.html",,
"Appleby Gardens Condominiums","getin@applebygardens.ca","http://www.applebygardens.ca","APPLEBY GARDENS CONDOMINIUMS.html",,"Appleby Gardens"
"Appleby Landscape","info@applebylandscape.com","http://www.applebylandscape.com","APPLEBY LANDSCAPE.html",,
"Appleby Marine Inc.","mike@applebymarine.com","http://www.applebymarine.com","APPLEBY MARINE INC.html",,
"Appleby Systems",,"http://www.applebysystems.ca/","APPLEBY SYSTEMS.html",,
"Applecan Environmental Consultants Ltd.","info@applecan.ca","http://www.applecan.ca","APPLECAN ENVIRONMENTAL CONSULTANTS LTD.html",,
"Applecreek Bookkeeping","info@applecreekbookkeeping.ca","http://www.applecreekbookkeeping.ca/","APPLECREEK BOOKKEEPING.html",,"Applecreek Communications Inc."
"Applecross Innovations Inc.","ahoy@applecrossinc.com","http://www.applecrossinc.com","APPLECROSS INNOVATIONS INC.html",,
"Applestock and Associates","investapplestock@gmail.com","http://www.investwithapplestock.com/","APPLESTOCK AND ASSOCIATES.html",,
"AppleTree Business Solutions, Inc.","ecmsolutions@appletree-cor.com",,"APPLETREE BUSINESS SOLUTIONS, INC.html",,
"Applewood Chevrolet Cadillac Buick GMC",,"http://www.applewoodauto.com","APPLEWOOD CHEVROLET CADILLAC BUICK GMC.html",,
"Appliances Repair Service","info@appliancesrepairservice.ca","http://www.appliancesrepairservice.ca","APPLIANCES REPAIR SERVICE.html",,
"Applicant Testing Services Inc.","ats@applicanttesting.com","http://www.applicanttesting.com","APPLICANT TESTING SERVICES INC.html","ATS Inc.",
"Applied Arts Inc.","assistant@appliedartsmag.com","http://www.appliedartsmag.com","APPLIED ARTS INC.html",,
"Applied Automation Canada Inc.","info@appaut.com","http://www.appaut.com","APPLIED AUTOMATION CANADA INC.html",,
"Applied Biomechanics","info@appliedbiomechanics.com","http://www.appliedbiomechanics.com","APPLIED BIOMECHANICS.html",,"Applied Biomechanics Custom Orthotic Services Inc."
"Applied Computer Solutions Inc","info@acs.on.ca","http://www.acs.on.ca","APPLIED COMPUTER SOLUTIONS INC.html",,
"Applied Electronics Limited","AEL.info@appliedelectronics.com","http://www.appliedelectronics.com","APPLIED ELECTRONICS LIMITED.html",,
"Applied Engineering Solutions Ltd.","rdupuis@appliedengineering.ca","http://www.appliedengineering.ca","APPLIED ENGINEERING SOLUTIONS LTD.html",,
"Applied Heat Equipment Co. Limited.","info@appliedheatequipment.com","http://www.appliedheatequipment.com","APPLIED HEAT EQUIPMENT CO LIMITED.html",,
"Applied Industrial Technologies LP","sbowman@appliedcanada.com","http://www.appliedcanada.com","APPLIED INDUSTRIAL TECHNOLOGIES LP.html",,
"Applied Industrial Technologies Ltd.","bt12ordr@appliedcanada.com","http://www.appliedcanada.com","APPLIED INDUSTRIAL TECHNOLOGIES LTD.html",,
"Applied Industrial Technologies, LP","cliffs@aitcanada.com","http://www.aitcanada.com","APPLIED INDUSTRIAL TECHNOLOGIES, LP.html",,
"Applied Industrial Technologies",,"http://www.appliedcanada.com","APPLIED INDUSTRIAL TECHNOLOGIES.html",,"Applied Industrial Technologies Ltd."
"Applied Intelligence Atelier","info@a-i-a.com","http://www.a-i-a.com","APPLIED INTELLIGENCE ATELIER.html",,
"Applied Kinetics Inc.","mail@appliedkinetics.ca","http://www.appliedkinetics.ca","APPLIED KINETICS INC.html",,
"Applied Management Centre","info@appliedmanagement.com","http://www.appliedmanagement.com","APPLIED MANAGEMENT CENTRE.html",,"AMC Applied Management Centre Ltd."
"Applied Management Consultants Ltd.","admin@appliedmanagement.ca","http://www.appliedmanagement.ca","APPLIED MANAGEMENT CONSULTANTS LTD.html",,
"Applied Materials Canada Inc.",,"http://www.appliedmaterials.com","APPLIED MATERIALS CANADA INC.html",,
"Applied Nanotools Inc","maktary@appliednt.com","http://www.appliednt.com","APPLIED NANOTOOLS INC.html","ANT",
"Applied Office Solutions Ltd.","michele@appliedofficesolutions.ca","http://www.appliedofficesolutions.ca","APPLIED OFFICE SOLUTIONS LTD.html",,
"Applied Performance Ltd","info@appliedperformance.ca","http://www.appliedperformance.ca","APPLIED PERFORMANCE LTD.html",,
"Applied Plastics Technology","aptinc@telus.net","http://www.appliedplastics.ca","APPLIED PLASTICS TECHNOLOGY.html",,
"Applied Precision Inc.","info@appliedprecision.ca","http://www.appliedprecision.ca","APPLIED PRECISION INC.html",,
"Applied Quantum Materials Inc.","antoniuk.david@gmail.com",,"APPLIED QUANTUM MATERIALS INC.html",,
"APPLIED R&D TECHNOLOGY AND FUNDING SOLUTIONS INC.","appliedrd@gmail.com","http://www.applied-rd.com","APPLIED R&D TECHNOLOGY AND FUNDING SOLUTIONS INC.html",,
"Applied Research Associates, Inc.","colidis@ara.com","http://www.ara.com","APPLIED RESEARCH ASSOCIATES, INC.html",,
"Applied Science Technologists and Technicians of BC (ASTTBC)","jderaadt@asttbc.org","http://www.asttbc.org","APPLIED SCIENCE TECHNOLOGISTS AND TECHNICIANS OF BC (ASTTBC).html",,
"Applied Strategies & Strategic Practical","appliedstrategy@compusmart.ab.ca",,"APPLIED STRATEGIES & STRATEGIC PRACTICAL.html",,"Lillian Simpson"
"Applied Strobe Technology","sales@appliedstrobe.com","http://www.appliedstrobe.com","APPLIED STROBE TECHNOLOGY.html",,
"Applied Surface Technologies Inc.","asti.sidney@aol.com",,"APPLIED SURFACE TECHNOLOGIES INC.html",,
"Applied_","info@applied-espi.com","http://www.applied-espi.com","APPLIED_.html","Applied Information Group NA Inc","Applied Information Group North America Inc"
"Appraisal Associates","sps@appraisalassociates.ca","http://www.appraisalassociates.ca","APPRAISAL ASSOCIATES.html",,"Appraisal Associates Consulting Inc"
"Appraisal Hub Inc.",,"http://www.appraisalhub.ca","APPRAISAL HUB INC.html",,
"Appraisal Institute of Canada, Alberta","aic.alberta@shawlink.ca","http://aicanada.ca","APPRAISAL INSTITUTE OF CANADA, ALBERTA.html",,"Alberta Association of the Appraisal Institute of Canada"
"Appraisal Ontario","info@appraisalontario.com","http://www.appraisalontario.com","APPRAISAL ONTARIO.html",,
"Appraisal Value HQ","bryce@appraisalvaluehq.com","http://appraisalvaluehq.com/","APPRAISAL VALUE HQ.html",,
"Appreciative Coaching & Training","helen@appreciative.ca","http://www.appreciative.ca","APPRECIATIVE COACHING & TRAINING.html",,
"APPrO, the Association of Power Producers of Ontario","appro@appro.org","http://www.appro.org","APPRO, THE ASSOCIATION OF POWER PRODUCERS OF ONTARIO.html",,"The Association of Power Producers of Ontario"
"Approche Conseil","approcheconseil@gmail.com",,"APPROCHE CONSEIL.html",,"Approche Conseil MS Inc."
"Approved Surety Company","surety@approvedsurety.com","http://www.approvedsurety.com","APPROVED SURETY COMPANY.html",,"Approved Surety and Casualty Inc."
"Appsonnet","mchadha@appsonnet.com","http://www.appsonnet.com/","APPSONNET.html",,"Applications on Networks Inc."
"AppSpace Solutions, Inc","waellis@appspacesol.com","http://www.appspacesol.com","APPSPACE SOLUTIONS, INC.html",,
"Apption","info@apption.com","http://www.apption.com","APPTION.html",,"Apption Corporation"
"APREL Inc.","info@aprel.com","http://www.aprel.com","APREL INC.html",,
"APRIL International Canada","info@april-international.ca","http://www.april-international.ca","APRIL INTERNATIONAL CANADA.html",,"Escapade Travel Insurances"
"April Tax Solutions Inc.","mike@AprilTaxSolutions.com","http://www.apriltaxsolutions.com","APRIL TAX SOLUTIONS INC.html",,
"Aprint Cartridges Inc.","rania@aprint.ca",,"APRINT CARTRIDGES INC.html",,
"Apriori Communication","thibault@apriori.ca",,"APRIORI COMMUNICATION.html",,
"Apropos Information Systems Inc.","info@aproposinfosystems.com","http://aproposinfosystems.com","APROPOS INFORMATION SYSTEMS INC.html",,
"Apropos Marketing Communications","info@aproposcom.com","http://www.aproposcom.com/","APROPOS MARKETING COMMUNICATIONS.html",,
"APS Antian Professional Services Inc","thomas.iannella@antian.ca","http://www.antian.ca","APS ANTIAN PROFESSIONAL SERVICES INC.html",,
"APS Aviation Inc.","services@adga.ca","http://www.adga.ca","APS AVIATION INC.html",,
"APS","rosstrophies@bellnet.ca",,"APS.html",,"Art A Print Signs"
"Apt Ventures","ventures@klondiker.com","http://www.aptventures.ca","APT VENTURES.html",,
"Aptech Services Inc.","kenp@aptech.ca","http://www.aptech.ca","APTECH SERVICES INC.html",,
"Aptika","info@aptika.com","http://www.aptika.com","APTIKA.html","Aptika","Aptika inc."
"Aqua Blue Water & Filtration","sales@aquabluewater.ca","http://aquabluewater.ca","AQUA BLUE WATER & FILTRATION.html",,"Mariah Holdings Inc"
"Aqua Bond Inc.","info@aquabond.ca","http://www.aquabond.ca","AQUA BOND INC.html",,
"Aqua Can Floatation (2006) Ltd","info@aquacan.com","http://www.aquacan.com","AQUA CAN FLOATATION (2006) LTD.html",,
"Aqua Data Inc.","info@aquadata.com","http://www.aquadata.com","AQUA DATA INC.html","Aqua Data Atlantic",
"Aqua Industrial Ltd.","admin@aquaindustrialltd.com","http://www.aquaindustrialltd.com","AQUA INDUSTRIAL LTD.html",,
"Aqua International Trade","info@aquainternationaltrade.com","http://www.aquainternationaltrade.com","AQUA INTERNATIONAL TRADE.html",,"Aqua Contracting Ltd."
"Aqua Laser Alberta Ltd.","aqualasr@telusplanet.net","http://www.aqualaser.com","AQUA LASER ALBERTA LTD.html",,
"Aqua Service Niagara","tech@aquaniagara.com","http://www.aquaniagara.com/","AQUA SERVICE NIAGARA.html",,
"AQUA SOFT","grasza1@rogers.com",,"AQUA SOFT.html",,"AQUA SOFT CORP"
"Aqua Systems 2000 Inc.","Gerald@aquasystems2000.com","http://www.AS2I.net","AQUA SYSTEMS 2000 INC.html",,
"Aqua Terra Travels","richardk@voyagesaquaterra.com","http://www.aquaterratravels.com","AQUA TERRA TRAVELS.html",,
"Aqua Timber Inc.","mark@aquatimber.com","http://www.aquatimber.com","AQUA TIMBER INC.html",,
"Aqua Vitae Stemware","info@sympatico.ca","http://www.aquavitaestemware.com","AQUA VITAE STEMWARE.html",,
"Aqua+ Skincare","info@aquaskincare.ca","http://www.aquaskincare.ca","AQUA+ SKINCARE.html",,"Elaine Beauty Products Inc."
"Aqua-Check Inc","info@aquacheck.ca","http://www.aquacheck.ca","AQUA-CHECK INC.html",,
"Aqua-Filtres-Québec, enr.","aqua_filtres_quebec@videotron.ca","http://pages.videotron.com/aqua2004/","AQUA-FILTRES-QUEBEC, ENR.html",,
"Aqua-Guard Spill Response Inc.","sales@aquaguard.com","http://www.aquaguard.com","AQUA-GUARD SPILL RESPONSE INC.html",,
"Aqua-Lung Canada Ltd.",,"http://www.aqualungcan.com","AQUA-LUNG CANADA LTD.html",,
"Aqua-Mer Inc.","info@aquamer.ca","http://www.aquamer.ca","AQUA-MER INC.html","AQUA-MER THALASSO",
"Aqua-Pak Styro Containers Ltd.","info@aquapak.com","http://www.aquapak.com","AQUA-PAK STYRO CONTAINERS LTD.html",,
"Aqua-Tech Dewatering Company Inc.","info@aquatd.com","http://aquatechdewatering.com/","AQUA-TECH DEWATERING COMPANY INC.html",,
"Aquabiotech Inc.","info@aquabiotech.ca","http://www.aquabiotech.ca","AQUABIOTECH INC.html",,
"Aquablast Corp.","john@aquablast.ca","http://www.aquablast.ca","AQUABLAST CORP.html",,
"Aquabyte Data Systems Inc.","info@aquabyte.com","http://www.aquabyte.com","AQUABYTE DATA SYSTEMS INC.html",,
"Aquachoc inc.","a.angers@aquachoc.com","http://www.aquachoc.com","AQUACHOC INC.html",,
"Aquacoupe Technologie inc.","email@aquacoupe.com","http://www.aquacoupe.com","AQUACOUPE TECHNOLOGIE INC.html",,
"AquaCoustic","info@aquacoustic.com","http://www.aquacoustic.com","AQUACOUSTIC.html",,"AquaCoustic Remote Technologies Inc."
"Aquadelights Seafoods Limited","pbudreski@gmail.com",,"AQUADELIGHTS SEAFOODS LIMITED.html",,
"AquaGuard Injection & Waterproofing","service@aquaguardinjection.com","http://www.aquaguardinjection.com","AQUAGUARD INJECTION & WATERPROOFING.html",,"2131655 Ontario Inc."
"AQUAIONICS","info@aquaionics.com","http://www.aquaionics.com","AQUAIONICS.html",,
"Aquality Environmental Consulting Ltd.",,"http://www.aquality.ca","AQUALITY ENVIRONMENTAL CONSULTING LTD.html",,
"Aquam Inc.","info@aquam.com","http://www.aquam.com","AQUAM INC.html",,
"AquaMar Shipping Inc.","info@aquamarshipping.com","http://www.aquamarshipping.com","AQUAMAR SHIPPING INC.html",,
"Aquamarine Boats Ltd.","sales@aquamarineboat.com","http://www.aquamarineboat.com","AQUAMARINE BOATS LTD.html",,
"Aquamaster Drain, Plumbing & Waterproofing Inc.","editor@aquamasterplumbing.com","http://www.aquamasterplumbing.com","AQUAMASTER DRAIN, PLUMBING & WATERPROOFING INC.html",,
"Aquanica Eco-Friendly Pools & Spas","info@aquanica.com","http://www.aquanica.com","AQUANICA ECO-FRIENDLY POOLS & SPAS.html",,"Aquanica Marketing Inc."
"Aquaparian Environmental Consulting Ltd","sbonar@aquaparian.com",,"AQUAPARIAN ENVIRONMENTAL CONSULTING LTD.html",,
"Aquaprojects Inc.","jfoster@nfld.net",,"AQUAPROJECTS INC.html",,
"Aquarehab Canada Inc.","ldanis@aquarehab.com","http://www.aquarehab.com","AQUAREHAB CANADA INC.html",,
"Aquarian Chemicals Inc","aquarianchem@bellnet.ca","http://www.aquarianchemicals.com","AQUARIAN CHEMICALS INC.html",,
"Aquarian Industries International Ltd.","info@cypherenvironmental.com","http://www.cypherenvironmental.com","AQUARIAN INDUSTRIES INTERNATIONAL LTD.html",,
"AquaSeaulutions","alain@aquaseaulutions.com",,"AQUASEAULUTIONS.html",,
"AquaServe Technologies","aquaserveorders@gmail.com","http://www.aquaserve.ca","AQUASERVE TECHNOLOGIES.html",,"1907382 Ontario Inc."
"aquasoleil  9257-7733 quebec inc","info@aquasoleil.ca","http://www.aquasoleil.ca","AQUASOLEIL  9257-7733 QUEBEC INC.html",,"aqua soleil"
"Aquasolution Technologies","admin@aquasolution.com","http://www.aquasolution.com","AQUASOLUTION TECHNOLOGIES.html","AguaSolucion","Aquasolution Technologies Inc."
"Aquasphere Coagulants Inc.","info@aquasphere.ca","http://www.aquasphere.ca","AQUASPHERE COAGULANTS INC.html",,
"Aquasystems",,"http://www.aquasystems.ca\t","AQUASYSTEMS.html",,
"Aquatech Irrigation Systems Ltd.","aquatech@rogers.com","http://www.aquatechirrigation.ca","AQUATECH IRRIGATION SYSTEMS LTD.html",,
"Aquatech Logistics Inc.","info@aquatechlogistics.com","http://www.aquatechlogistics.com","AQUATECH LOGISTICS INC.html",,
"Aquatell.com","contact@aquatell.com","http://www.aquatell.ca","AQUATELLCOM.html",,"Aquatell Inc"
"AquaTerra Environmental Ltd.","chris@aquaterra.ca","http://www.aquaterra.ca","AQUATERRA ENVIRONMENTAL LTD.html",,
"Aquatic Centre Massage Therapy","aquaticentremassagetherapy@hotmail.com","http://www.aquaticcentremassagetherapy.ca","AQUATIC CENTRE MASSAGE THERAPY.html",,
"Aquatic Informatics Inc.","info@aquaticinformatics.com","http://aquaticinformatics.com","AQUATIC INFORMATICS INC.html",,
"Aquatic Life Ltd.","aquatic@aquaticlife.ca","http://www.aquaticlife.ca","AQUATIC LIFE LTD.html",,
"AQUATICA PLUMBING GROUP","info@aquaticaplumbing.com","http://www.aquaticaplumbing.com","AQUATICA PLUMBING GROUP.html",,"1582039 ALBERTA LTD."
"Aquatics Academy Inc.","info@aquaticsacademy.ca","http://www.aquaticsacademy.ca","AQUATICS ACADEMY INC.html",,
"Aquatics by Westwind Inc.","info@aquaticsbywestwind.com","http://www.aquaticsbywestwind.com","AQUATICS BY WESTWIND INC.html",,
"Aquavive Technologies Inc.","peteryew@aquavivetechnologies.com","http://www.aquavivetechnologies.com","AQUAVIVE TECHNOLOGIES INC.html",,
"AquaWaterEau Corporation - Aqua Filtration - Filtraqua Canada","andrestd@aquawatereau.com","http://www.aquawatereau.com","AQUAWATEREAU CORPORATION - AQUA FILTRATION - FILTRAQUA CANADA.html","Aqua Filtration","AquaWaterEau Corporation"
"Aquila Crest Consultants","john.lomoro@weboctane.com",,"AQUILA CREST CONSULTANTS.html",,
"Aquila Human Resources Systems Consulting Group Inc.","gblaker@aquilaconsulting.ca",,"AQUILA HUMAN RESOURCES SYSTEMS CONSULTING GROUP INC.html","Groupe de gestion en systèmes de ressources humain Aquila",
"Aquilon design équestre","aquilondesign@videotron.ca","http://www.aquilondesign.com","AQUILON DESIGN EQUESTRE.html",,
"Aquilon Software",,"http://www.aquilonsoftware.com","AQUILON SOFTWARE.html",,
"Aquinas Institute","info@aquinasinstitute.ca","http://www.aquinasinstitute.ca","AQUINAS INSTITUTE.html",,"Aquinas Institute Corporation"
"Aqurus Solutions Inc.","info@aqurus.ca","http://www.aqurus.ca","AQURUS SOLUTIONS INC.html",,
"AR Communications Inc.","info@ar-com.com","http://www.ar-com.com","AR COMMUNICATIONS INC.html",,
"A.R. Engineering Machine & Tools Inc.","info@arengmachine.com","http://www.arengmachine.com","AR ENGINEERING MACHINE & TOOLS INC.html",,
"AR Parts","ARusso@ARMiningParts.com","http://www.ARMiningParts.com","AR PARTS.html",,"AR Mining Parts Ltd."
"Ar Tech Coating Ltd","info@artechcoating.com","http://www.artechcoating.com","AR TECH COATING LTD.html",,
"A.R. THOMSON Group",,"http://www.arthomson.com","AR THOMSON GROUP.html",,
"Ara Azzurro","sales@araazzurro.com","http://www.araazzurro.com","ARA AZZURRO.html",,"7088990 Canada Inc."
"ARA TRADING LTD","sales@aratradingltd.com","http://www.aratradingltd.com/","ARA TRADING LTD.html",,
"Araam Inc","info@araaminc.com","http://www.araam.com","ARAAM INC.html",,
"Arabesque Design Ltd.","inquiries@arabesquedesign.com","http://www.pfieldwalker.com","ARABESQUE DESIGN LTD.html","Adagio Collection",
"Aran Awards & Engraving","info@aranawards.com","http://www.aranawards.com","ARAN AWARDS & ENGRAVING.html",,
"Aranly Corporation","aranly@yahoo.com",,"ARANLY CORPORATION.html",,
"Arated Consulting","Admin@aratedbuildingconsulting.com","http://aratedbuildingconsulting.com","ARATED CONSULTING.html",,
"Arbell Electronics Inc","sales@arbell.com","http://www.arbell.com","ARBELL ELECTRONICS INC.html",,
"ARBETOV Insurance & Wealth Management","office@arbetovinsurance.com","http://www.arbetovinsurance.com/","ARBETOV INSURANCE & WEALTH MANAGEMENT.html",,
"Arbex Forest Resource Consultants Ltd.","bbyford@arbex.ca","http://www.arbex.ca","ARBEX FOREST RESOURCE CONSULTANTS LTD.html",,
"Arbonne, Jinny Rodrigue","jinnyrodrigue@gmail.com","http://JinnyRodrigue.arbonne.com ","ARBONNE, JINNY RODRIGUE.html",,"Santé beauté mieux être arbonne"
"Arboplus","info@arboplus.ca","http://www.arboplus.ca","ARBOPLUS.html",,"Arboplus Inc"
"Arbor Man Tree Services Ltd.","arbormancanada@hotmail.com","http://www.arbormantreecare.ca","ARBOR MAN TREE SERVICES LTD.html",,
"Arbor Memorial Inc","info@arbormemorial.com","http://www.arbormemorial.ca","ARBOR MEMORIAL INC.html",,
"Arbor Networks","maiton@arbor.net","http://www.arbornetworks.com","ARBOR NETWORKS.html",,
"Arborite","info@arborite.com","http://www.arborite.com","ARBORITE.html","ARBORITE","Arborite Division of Wilsonart Canada ULC"
"Arbortronics Control Systems Inc","sales@arbortronics.com","http://www.arbortronics.com","ARBORTRONICS CONTROL SYSTEMS INC.html","479457 Ontario Limited",
"ArborVitae Environmental Services","chris@avesltd.ca","http://www.avesltd.ca","ARBORVITAE ENVIRONMENTAL SERVICES.html",,
"Arbour Building Consultant","b-ayotte@telus.net",,"ARBOUR BUILDING CONSULTANT.html",,
"Arbour Lake","sales-972@atriaretirement.ca","http://www.ArbourLakeRetirement.ca","ARBOUR LAKE.html",,
"Arbre de commande rive-sud inc (DRIVESHAFT)","arbredecommande@bellnet.ca","http://www.adcrs.ca","ARBRE DE COMMANDE RIVE-SUD INC (DRIVESHAFT).html",,
"Arbronord Inc.","deniscaissie@arbronord.com","http://www.arbronordcarquest.com/","ARBRONORD INC.html",,
"Arbrux Limited","sales@arbrux.com","http://www.arbrux.com","ARBRUX LIMITED.html",,
"Arbutus Biopharma","info@arbutusbio.com","http://www.arbutusbio.com","ARBUTUS BIOPHARMA.html",,
"Arbutus Excavating Ltd.","arbutusexcavating@shaw.ca",,"ARBUTUS EXCAVATING LTD.html",,
"Arbutus Grinders Ltd.",,"http://www.arbutusgrinders.ca/","ARBUTUS GRINDERS LTD.html",,
"Arbutus Grove Nursery Ltd.","info@arbutusgrove.com","http://www.arbutusgrove.com","ARBUTUS GROVE NURSERY LTD.html",,
